Date,Author,Verified,Helpful,Title,review,Rating,Images,Videos,URL,Variation,Style,positive_sentiment,negative_sentiment,asin,id,num_tokens,review_num_tokens,eval_response,Review Summary,Buyer Motivation,Customer Expectations,How the product is used,Where the product is used,User Description,Packaging,Season,When the product is used,Price,Quality,Durability,Ease of Use,Setup and Instructions,Noise and Smell,Colors,Size and Fit,Danger Appraisal,Design and Appearance,Parts and Components,Issues
2023-04-15,Review,yes,yes,I think I received an returned item…,Package arrived taped up cardboard box Panels had no protective covering and was scratched and a little dented Rods were not wrapped and the cardboard that was suppose to secure it was in the box Screwdriver provided is too small for screws Flat panels require some finagling to get them to fit Secure top screw and then flex the panel to align the bottom holes Then all the other screws should be easy to secure Sad I paid full price for a returned product If it was less than 100 I wouldnt feel so bad,4,-,-,https://www.amazon.com/gp/customer-reviews/RB0TBAZA5Z2TF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS7BLFG,Color: Dark Grey | Size: 8x4x2 FT,0.0419310331344604,0.7115517854690552,B0BHS6YL2F,226,102,102,"{'Review Summary': 'Package arrived in poor condition', 'Buyer Motivation': 'To try out a new product', 'Customer Expectations': 'To receive a product in good condition', 'How the product is used': 'To assemble and use the product', 'Where the product is used': 'Indoors', 'User Description': 'General consumer', 'Packaging': 'Taped up cardboard box', 'Season': '', 'When the product is used': '', 'Price': 'Not worth the price', 'Quality': 'Poor quality', 'Durability': 'Not durable', 'Ease of Use': 'Difficult to assemble', 'Setup and Instructions': 'Screwdriver provided is too small for screws', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'Package arrived in poor condition, panels were scratched and dented, rods were not wrapped, and the screwdriver provided was too small for the screws.'}",Package arrived in poor condition,To try out a new product,To receive a product in good condition,To assemble and use the product,Indoors,General consumer,Taped up cardboard box,,,Not worth the price,Poor quality,Not durable,Difficult to assemble,Screwdriver provided is too small for screws,,,,,,,"Package arrived in poor condition, panels were scratched and dented, rods were not wrapped, and the screwdriver provided was too small for the screws."
2023-04-29,Olly2014Olly2014,yes,yes,4 HANDS REQUIRED,The media could not be loaded                  THIS TAKES TWO PEOPLE for assembly because each part is quite wobbly and like other reviewers the holes definitely DO NOT line up symmetrically So what we did was have one person on one side line up panel holes as close as possible  hold them while the other person inserted the screw and used the screwdriver to hold it in while the person opposite screwed the wing nut down We lined up first topbottom holes then pushed and pulled to do the rest we found this was most efficient after arguing and cussing with the first two panels Once we figured out what to do as partners it went fairly fast but still took a couple hours to fully assemble Once we got it together we were quite happy with appearance and with proper underlayment of rocks etc feel it will be quite secure beautiful raised garden bedPROSSizing and height was exactly what I was looking for 2ft height is a great size for a WHEELCHAIR  bound person or someone needing to sit and garden8 foot X 4 foot is a great size for our small gardenRounded edges are nice with the rubber capping for protectionCONS holes misaligned some very badly You need to pull push bend paneling a bit and must work with a partnerpaint very thin easily scratched There is plastic that covers the painted side if the panels but if you leave it on you will have a very ugly tattered looking paneling after a while Scratches can be covered up with touch up paint,4,"https://m.media-amazon.com/images/I/8163cBYYZbL.jpg , https://m.media-amazon.com/images/I/817A+2EZPqL.jpg , https://m.media-amazon.com/images/I/81ZlxNEijqL.jpg , https://m.media-amazon.com/images/I/81x2IV0o3yL.jpg , https://m.media-amazon.com/images/I/81z6Y-H8UAL.jpg , https://m.media-amazon.com/images/I/91kgFacZozL.jpg",-,https://www.amazon.com/gp/customer-reviews/RYHFW3GYUUJ4U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS7Y6V5,Color: Beige | Size: 8x4x2 FT,0.2289969772100448,0.3750914931297302,B0BHS6YL2F,227,299,299,"{'Review Summary': 'Requires two people for assembly, holes do not line up symmetrically', 'Buyer Motivation': 'To have a raised garden bed', 'Customer Expectations': 'To have a secure and beautiful garden bed', 'How the product is used': 'For gardening', 'Where the product is used': 'In a small garden', 'User Description': 'Wheelchair-bound person or someone needing to sit and garden', 'Packaging': 'Not mentioned', 'Season': 'Not mentioned', 'When the product is used': 'Not mentioned', 'Price': 'Not mentioned', 'Quality': 'Good quality', 'Durability': 'Not mentioned', 'Ease of Use': 'Requires two people for assembly', 'Setup and Instructions': 'Holes do not line up symmetrically', 'Noise and Smell': 'Not mentioned', 'Colors': 'Not mentioned', 'Size and Fit': 'Sizing and height are good', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Appears beautiful', 'Parts and Components': 'Not mentioned', 'Issues?': 'Holes misaligned, paint easily scratched'}","Requires two people for assembly, holes do not line up symmetrically",To have a raised garden bed,To have a secure and beautiful garden bed,For gardening,In a small garden,Wheelchair-bound person or someone needing to sit and garden,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Good quality,Not mentioned,Requires two people for assembly,Holes do not line up symmetrically,Not mentioned,Not mentioned,Sizing and height are good,Not mentioned,Appears beautiful,Not mentioned,"Holes misaligned, paint easily scratched"
2023-04-09,Karen B.Karen B.,yes,yes,Beautiful Planter,We were looking to add additional beds to our garden and the galvanized planters are a beautiful addition complementing our existing stone bed The material is strong and installing was quick and easy Can wait to finish and plant,5,"https://m.media-amazon.com/images/I/814HFTWSXTL.jpg , https://m.media-amazon.com/images/I/91e1yoxmXCL.jpg",-,https://www.amazon.com/gp/customer-reviews/R33W97MGF06K3V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS5VPCZ,Color: Dark Grey | Size: 6x3x2 FT,0.9828738570213318,0.0036105220206081,B0BHS6YL2F,228,42,42,"{'Review Summary': 'Beautiful addition to the garden', 'Buyer Motivation': 'To add additional beds to the garden', 'Customer Expectations': 'Strong and easy to install material', 'How the product is used': 'To create additional beds for planting', 'Where the product is used': 'In the garden', 'User Description': 'Gardeners', 'Packaging': 'N/A', 'Season': 'All seasons', 'When the product is used': 'Anytime', 'Price': 'Good value for the price', 'Quality': 'Great quality', 'Durability': 'N/A', 'Ease of Use': 'Easy to use', 'Setup and Instructions': 'N/A', 'Noise and Smell': 'N/A', 'Colors': 'N/A', 'Size and Fit': 'N/A', 'Danger Appraisal': 'N/A', 'Design and Appearance': 'Beautiful design', 'Parts and Components': 'N/A', 'Issues?': 'N/A'}",Beautiful addition to the garden,To add additional beds to the garden,Strong and easy to install material,To create additional beds for planting,In the garden,Gardeners,N/A,All seasons,Anytime,Good value for the price,Great quality,N/A,Easy to use,N/A,N/A,N/A,N/A,N/A,Beautiful design,N/A,N/A
2023-05-01,Tony,yes,yes,Good thickness  .. highly recommend,The media could not be loaded                  The raised bed came in a lot of protective material to prevent scratches Super easy to put together It took 45 minutes for three of us to assemble It helps to have an electric drill to help tighten all the screws I especially liked the center supports on the 8 x 4 size The top edge is rolled to prevent any sharp edges but they also give you a heavy rubber trim piece to head to the top Absolutely no complaints Were anxious to finish filling and see how they hold up but I doubt if there  will be  problems,5,-,-,https://www.amazon.com/gp/customer-reviews/R1DZIDZ1KCXV0E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,-,-,0.7523138523101807,0.078085146844387,B0BHS6YL2F,229,113,113,"{'Review Summary': 'Easy to assemble and sturdy', 'Buyer Motivation': 'To create a raised bed garden', 'Customer Expectations': 'To have a durable and easy-to-use raised bed', 'How the product is used': 'For gardening and planting vegetables', 'Where the product is used': 'In the garden or backyard', 'User Description': 'Gardeners and people interested in growing their own vegetables', 'Packaging': 'Came in a lot of protective material', 'Season': 'All seasons', 'When the product is used': 'Whenever gardening is done', 'Price': 'Good value for the price', 'Quality': 'Great quality', 'Durability': 'Expected to be durable', 'Ease of Use': 'Easy to assemble and use', 'Setup and Instructions': 'Super easy to put together', 'Noise and Smell': 'No noise or smell', 'Colors': 'Not mentioned', 'Size and Fit': 'Not applicable', 'Danger Appraisal': 'Safe to use', 'Design and Appearance': 'Not mentioned', 'Parts and Components': 'All parts included', 'Issues?': 'No complaints so far'}",Easy to assemble and sturdy,To create a raised bed garden,To have a durable and easy-to-use raised bed,For gardening and planting vegetables,In the garden or backyard,Gardeners and people interested in growing their own vegetables,Came in a lot of protective material,All seasons,Whenever gardening is done,Good value for the price,Great quality,Expected to be durable,Easy to assemble and use,Super easy to put together,No noise or smell,Not mentioned,Not applicable,Safe to use,Not mentioned,All parts included,No complaints so far
2023-03-21,Pam W.,yes,yes,Very Good Product,I have bought cheaper raised beds but I have never been really impressed This one impressed me There were clear instructions the exact number and type of screws included even had a screwdriver and 2 pairs of garden gloves but best of all was the quality of material I will have this for a long time,5,-,-,https://www.amazon.com/gp/customer-reviews/R36GK5FQG3P5RB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS8PKL7,Color: Dark Green | Size: 6x3x1.5 FT,0.9676278233528136,0.0078071882016956,B0BHS6YL2F,230,58,58,"{'Review Summary': 'Impressed with the quality and included accessories', 'Buyer Motivation': 'To have a long-lasting raised bed', 'Customer Expectations': 'To have clear instructions and all necessary screws', 'How the product is used': 'For gardening and planting', 'Where the product is used': 'In the garden', 'User Description': 'Gardening enthusiasts', 'Packaging': 'Sturdy packaging', 'Season': 'Year-round', 'When the product is used': 'During gardening sessions', 'Price': 'Good value for the price', 'Quality': 'Great quality', 'Durability': 'Very durable', 'Ease of Use': 'Easy to use', 'Setup and Instructions': 'Easy to follow instructions', 'Noise and Smell': 'No noise or smell', 'Colors': 'Not specified', 'Size and Fit': 'Not specified', 'Danger Appraisal': 'Safe', 'Design and Appearance': 'Not specified', 'Parts and Components': 'All necessary parts included', 'Issues?': None}",Impressed with the quality and included accessories,To have a long-lasting raised bed,To have clear instructions and all necessary screws,For gardening and planting,In the garden,Gardening enthusiasts,Sturdy packaging,Year-round,During gardening sessions,Good value for the price,Great quality,Very durable,Easy to use,Easy to follow instructions,No noise or smell,Not specified,Not specified,Safe,Not specified,All necessary parts included,
2023-04-13,Karen L AndersenKaren L Andersen,yes,yes,Quite Impressed!,Great quality for the price  easy to put together The wing nuts made a huge difference in the ease There were a few bolts that had a burr and didnt work  but all in all I was able to set these up with my 2 nephews 9  13 We knocked out 4 and they look great 4 stars because of a few of the bolts wouldnt work  we ended up using longer ones there were extra of those  but I ordered a shorter 1 foot tall bed and Im not certain if they all come with extra  all in all I like them,4,"https://m.media-amazon.com/images/I/91jTetmDU+L.jpg , https://m.media-amazon.com/images/I/91uYpWthXZL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2JYOANUU37MP0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS7ZL4D,Color: Dark Grey | Size: 6x3x1 FT,0.9951279759407043,0.0021605230867862,B0BHS6YL2F,231,118,118,"{'Review Summary': 'Great quality for the price, easy to put together', 'Buyer Motivation': 'To set up with my 2 nephews', 'Customer Expectations': 'To be able to set them up easily', 'How the product is used': 'To create a bed', 'Where the product is used': 'Not specified', 'User Description': 'Not specified', 'Packaging': 'Not specified', 'Season': 'Not specified', 'When the product is used': 'Not specified', 'Price': 'Great price', 'Quality': 'Great quality', 'Durability': 'Not specified', 'Ease of Use': 'Easy to put together', 'Setup and Instructions': ""Easy to put together, but some bolts didn't work"", 'Noise and Smell': 'Not specified', 'Colors': 'Not specified', 'Size and Fit': 'Not specified', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'Not specified', 'Parts and Components': 'Not specified', 'Issues?': ""Some bolts didn't work, had to use longer ones""}","Great quality for the price, easy to put together",To set up with my 2 nephews,To be able to set them up easily,To create a bed,Not specified,Not specified,Not specified,Not specified,Not specified,Great price,Great quality,Not specified,Easy to put together,"Easy to put together, but some bolts didn't work",Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Some bolts didn't work, had to use longer ones"
2023-05-19,AskTheNerd,yes,yes,"Fine Containers, but Difficult Assembly",I just finished assembling the second one of these 6x3x2 planters The first one took four hours I was hopeful that the second would go faster but it was still about the same time I did both of them by myself In the reviews people speak of holes not aligning In general they dont Most of the problems are with side panels that become somewhat flattened during shipping I found that if you do the top and bottom screws first then the middle that the rest will slip right in Now its not always trivial to get the top and bottom done and someone to help would make it much easier but it can be done Just a note they give you gloves but you really cant wear them while you install screws and the unfinished edges are really sharp Yes I did manage to cut myselfThe other thing that I would like to point out is that the assembled containers are very large and that they require a huge amount of solid material to fill them Im talking about 30 cubic feet or so At typical prices you should figure more than 100 worth of filler each Maybe moreThe finished product is attractive and very functional and I can recommend them but be warned about the assembly and the cost of filling them,4,-,-,https://www.amazon.com/gp/customer-reviews/R2BSVVT3RHDA6T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS76QQ2,Color: Silver | Size: 6x3x2 FT,0.228983387351036,0.2920749187469482,B0BHS6YL2F,232,235,235,"{'Review Summary': ""Attractive and functional planters, but assembly is time-consuming and holes don't align"", 'Buyer Motivation': 'To have large planters for gardening', 'Customer Expectations': 'To have easy assembly and reasonable cost of filling', 'How the product is used': 'For gardening and planting', 'Where the product is used': 'Outdoor garden or patio', 'User Description': 'Gardening enthusiasts', 'Packaging': 'Not mentioned', 'Season': 'All seasons', 'When the product is used': 'Anytime during the day', 'Price': 'Expensive due to the cost of filling', 'Quality': 'Not mentioned', 'Durability': 'Not mentioned', 'Ease of Use': 'Assembly is time-consuming', 'Setup and Instructions': 'Not mentioned', 'Noise and Smell': 'Not mentioned', 'Colors': 'Not mentioned', 'Size and Fit': 'Large size', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Attractive', 'Parts and Components': 'Not mentioned', 'Issues?': ""Assembly is time-consuming and holes don't align, cost of filling is expensive""}","Attractive and functional planters, but assembly is time-consuming and holes don't align",To have large planters for gardening,To have easy assembly and reasonable cost of filling,For gardening and planting,Outdoor garden or patio,Gardening enthusiasts,Not mentioned,All seasons,Anytime during the day,Expensive due to the cost of filling,Not mentioned,Not mentioned,Assembly is time-consuming,Not mentioned,Not mentioned,Not mentioned,Large size,Not mentioned,Attractive,Not mentioned,"Assembly is time-consuming and holes don't align, cost of filling is expensive"
2023-05-10,BonnieBonnie,yes,yes,Large raised bed,This bed is bigger than expected but Im pleased In the background you can see the smaller bed I ordered earlier It was smaller than expected so thats why I ordered the larger one Both were easy to assemble I was able to assemble them alone However that said the larger one does come with instructions that I should have paid closer attention to  It comes with two different sizes of bolts which I discovered after having it partially finished I had replace the  bolts Id used but that was my error Im very excited to begin gardening I would definitely buy these again,5,"https://m.media-amazon.com/images/I/911mYi7YDEL.jpg , https://m.media-amazon.com/images/I/91y-iPEUhqL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2XGBG7M2KGPZ1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS8DB27,Color: Silver | Size: 8x4x1.5 FT,0.8317553400993347,0.0173665434122085,B0BHS6YL2F,233,106,106,"{'Review Summary': 'Bigger bed than expected, but pleased overall', 'Buyer Motivation': 'To replace a smaller bed', 'Customer Expectations': 'To have a larger bed for gardening', 'How the product is used': 'For gardening', 'Where the product is used': 'Garden', 'User Description': 'Gardener', 'Packaging': 'Not mentioned', 'Season': 'Not mentioned', 'When the product is used': 'Not mentioned', 'Price': 'Not mentioned', 'Quality': 'Not mentioned', 'Durability': 'Not mentioned', 'Ease of Use': 'Easy to assemble', 'Setup and Instructions': 'Instructions could have been followed more closely', 'Noise and Smell': 'Not mentioned', 'Colors': 'Not mentioned', 'Size and Fit': 'Bigger than expected', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Not mentioned', 'Parts and Components': 'Not mentioned', 'Issues?': 'None mentioned'}","Bigger bed than expected, but pleased overall",To replace a smaller bed,To have a larger bed for gardening,For gardening,Garden,Gardener,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Easy to assemble,Instructions could have been followed more closely,Not mentioned,Not mentioned,Bigger than expected,Not mentioned,Not mentioned,Not mentioned,None mentioned
2023-06-09,B White B White ,yes,-,Love!!,I bought three of these for this year One galvanized and two brown These are simple to assemble and I love that they have support brackets inside to keep the sides from bowing Ive only had them up for a month and a half but so far they are holding up great I filled the bottom with twigs leaves grass clippings peat moss and straw so I wouldnt have to purchase so much soil Then I did a mixture of topsoil and raised bed potting mix for the top I did about a foot of soil and the rest was compost So far its working out great My plants are growing larger than ever this year Now if only I could keep out the dang squirrels,5,https://m.media-amazon.com/images/I/91B1VoCV6UL.jpg,-,https://www.amazon.com/gp/customer-reviews/R4BZUVS2UW04N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS76JCH,Color: Silver | Size: 8x4x2 FT,0.974194347858429,0.0079778051003813,B0BHS6YL2F,234,137,137,"{'Review Summary': 'Great for gardening', 'Buyer Motivation': 'To have a convenient and efficient gardening solution', 'Customer Expectations': 'To have a sturdy and durable planter', 'How the product is used': 'For gardening and growing plants', 'Where the product is used': 'Outdoor garden or yard', 'User Description': 'Gardening enthusiasts', 'Packaging': 'Not mentioned', 'Season': 'Spring and summer', 'When the product is used': 'During the day', 'Price': 'Not mentioned', 'Quality': 'Great quality', 'Durability': 'Seems durable so far', 'Ease of Use': 'Simple to assemble', 'Setup and Instructions': 'Not mentioned', 'Noise and Smell': 'Not applicable', 'Colors': 'Galvanized and brown', 'Size and Fit': 'Not mentioned', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Not mentioned', 'Parts and Components': 'Support brackets inside to keep the sides from bowing', 'Issues?': 'None mentioned'}",Great for gardening,To have a convenient and efficient gardening solution,To have a sturdy and durable planter,For gardening and growing plants,Outdoor garden or yard,Gardening enthusiasts,Not mentioned,Spring and summer,During the day,Not mentioned,Great quality,Seems durable so far,Simple to assemble,Not mentioned,Not applicable,Galvanized and brown,Not mentioned,Not mentioned,Not mentioned,Support brackets inside to keep the sides from bowing,None mentioned
2023-06-04,PXYajPXYaj,yes,-,Just what I was looking for!,No regrets buying these  Exactly what I needed  Our native dirt is claydirt hard where nothing grows as you can see in the photos Easy to put together Took 45 min to build each Did hugelkultur to save a bit of money on raised bed garden soil Happy to say my garden is now thriving Cant wait to harvest,5,"https://m.media-amazon.com/images/I/915Vi37ueqL.jpg , https://m.media-amazon.com/images/I/91LNNnUQTzL.jpg , https://m.media-amazon.com/images/I/91LmfIxvWxL.jpg , https://m.media-amazon.com/images/I/91gJ79Pd-rL.jpg , https://m.media-amazon.com/images/I/91gtwpQNYrL.jpg , https://m.media-amazon.com/images/I/91o6cfviGOL.jpg , https://m.media-amazon.com/images/I/91vX8E1gwpL.jpg",-,https://www.amazon.com/gp/customer-reviews/R3T52242TJ9UCK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS6YL2F,Color: Dark Grey | Size: 8x4x1.5 FT,0.996302843093872,0.0014482985716313,B0BHS6YL2F,235,67,67,"{'Review Summary': 'No regrets buying these', 'Buyer Motivation': 'Exactly what I needed', 'Customer Expectations': 'Our native dirt is claydirt hard where nothing grows as you can see in the photos', 'How the product is used': 'Easy to put together', 'Where the product is used': 'Took 45 min to build each', 'User Description': 'Did hugelkultur to save a bit of money on raised bed garden soil', 'Packaging': 'Happy to say my garden is now thriving', 'Season': 'Cant wait to harvest', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",No regrets buying these,Exactly what I needed,Our native dirt is claydirt hard where nothing grows as you can see in the photos,Easy to put together,Took 45 min to build each,Did hugelkultur to save a bit of money on raised bed garden soil,Happy to say my garden is now thriving,Cant wait to harvest,,,,,,,,,,,,,
2023-04-29,James B,yes,-,Good product,Not an easy product to assemble by one person Seems to be a quality item Coated finish looks like it should last,4,-,-,https://www.amazon.com/gp/customer-reviews/R10KLUWE0YJSLV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS8PKL7,Color: Dark Green | Size: 6x3x1.5 FT,0.1132982969284057,0.3053755462169647,B0BHS6YL2F,236,23,23,"{'Review Summary': 'Not an easy product to assemble by one person', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': 'Seems to be a quality item', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': 'Not an easy product to assemble by one person', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': 'Coated finish looks like it should last', 'Parts and Components': '', 'Issues?': ''}",Not an easy product to assemble by one person,,,,,,,,,,Seems to be a quality item,,,Not an easy product to assemble by one person,,,,,Coated finish looks like it should last,,
2023-05-31,Kayla CurryKayla Curry,yes,-,Beautiful garden boxes,Not only are they beautiful they were very easy to assemble  They seem pretty sturdy Hopefully they will last many years,5,https://m.media-amazon.com/images/I/814HtKuL3OL.jpg,-,https://www.amazon.com/gp/customer-reviews/RAKEDMNID8ONI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS7ZL4D,Color: Dark Grey | Size: 6x3x1 FT,0.9604492783546448,0.0054159201681613,B0BHS6YL2F,237,22,22,"{'Review Summary': 'Beautiful and easy to assemble', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': 'Very durable', 'Ease of Use': '', 'Setup and Instructions': 'Easy to assemble', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': 'Beautiful', 'Parts and Components': '', 'Issues?': 'None'}",Beautiful and easy to assemble,,,,,,,,,,,Very durable,,Easy to assemble,,,,,Beautiful,,None
2023-05-29,AdjiAdji,yes,-,Excellent product,I bought 2 of them they were easy to put together They look nice and are very sturdy Very worth the price,5,"https://m.media-amazon.com/images/I/8139w-qoNLL.jpg , https://m.media-amazon.com/images/I/81dJ0ge8egL.jpg",-,https://www.amazon.com/gp/customer-reviews/RBM9VEP6QOBR3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS7BLFG,Color: Dark Grey | Size: 8x4x2 FT,0.991862416267395,0.0016404549824073,B0BHS6YL2F,238,23,23,"{'Review Summary': 'Very worth the price', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Very worth the price,,,,,,,,,,,,,,,,,,,,
2023-04-20,gardener,yes,-,very nice raised garden bed,well made easy to put together,4,-,-,https://www.amazon.com/gp/customer-reviews/RHXA7275YB7YJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS4R7BD,Color: Beige | Size: 6x3x1.5 FT,0.9625619649887084,0.0046427538618445,B0BHS6YL2F,239,6,6,"{'Review Summary': 'Well made and easy to put together', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Well made and easy to put together,,,,,,,,,,,,,,,,,,,,
2023-05-31,kristen Wilson,yes,-,Very nice,Easy to put together  looks great ,5,-,-,https://www.amazon.com/gp/customer-reviews/R37IAO7VB4XOT2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS69DFR,Color: Beige | Size: 8x4x1 FT,0.9887967109680176,0.0026820339262485,B0BHS6YL2F,240,8,8,"{'Review Summary': 'Easy to put together, looks great', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}","Easy to put together, looks great",,,,,,,,,,,,,,,,,,,,
2023-05-19,TobycW,yes,-,OK,Materials are OK  The walls are not super thick so really need the crossbracing  There are a lot of wall pieces so a lot of boltswingnuts needed  Still its a decent productPROSEasy but tedious setupAll parts included including a few extra boltswingnutsNicely finished green colorCONSSmall panels mean more piecesNot very thickCrossbraces needed but not very sturdyNot inexpensiveUpdate  Full disclosure  Seller is apparently not happy with my review  Tried contacting by email and somehow got my personal cell phone number  I would not be surprised by review tampering so beware,3,-,-,https://www.amazon.com/gp/customer-reviews/R3EWEGX1LXIYGB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BHS6YL2F,B0BHS8PKL7,Color: Dark Green | Size: 6x3x1.5 FT,0.0868240222334861,0.1650688797235489,B0BHS6YL2F,241,118,118,"{'Review Summary': 'Decent product with some flaws', 'Buyer Motivation': 'To replace an old product', 'Customer Expectations': 'To have a sturdy and thick product', 'How the product is used': 'As walls for a structure', 'Where the product is used': 'Unknown', 'User Description': 'Unknown', 'Packaging': 'Unknown', 'Season': 'Unknown', 'When the product is used': 'Unknown', 'Price': 'Not inexpensive', 'Quality': 'Materials are OK', 'Durability': 'Not very sturdy', 'Ease of Use': 'Easy but tedious setup', 'Setup and Instructions': 'All parts included, including a few extra boltswingnuts', 'Noise and Smell': 'Unknown', 'Colors': 'Nicely finished green color', 'Size and Fit': 'Small panels mean more pieces', 'Danger Appraisal': 'Unknown', 'Design and Appearance': 'Unknown', 'Parts and Components': 'Unknown', 'Issues?': 'Seller tried to contact the reviewer and may have tampered with the review'}",Decent product with some flaws,To replace an old product,To have a sturdy and thick product,As walls for a structure,Unknown,Unknown,Unknown,Unknown,Unknown,Not inexpensive,Materials are OK,Not very sturdy,Easy but tedious setup,"All parts included, including a few extra boltswingnuts",Unknown,Nicely finished green color,Small panels mean more pieces,Unknown,Unknown,Unknown,Seller tried to contact the reviewer and may have tampered with the review
