"id","rating","review_summary","product_facts","positive_sentiment","negative_sentiment","improvements_expected","issues_identified","how_product_is_used","media","where_product_is_used","sentiment","anger","anger_reason","delight","delight_reason","disappointment","disappointment_reason","time","season","weather","user_description","title","review","asin_variant","asin"
323,5,"Unknown","Unknown","0.9291861","0.013602847","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Happy camper","No","NaN","Unknown","Unknown","Unknown","Unknown","Happy camper","Happy Camper","B07XCRVK2Y","B07XCRVK2Y"
324,5,"Great toy for kids who love to create and design","Unknown","0.98664325","0.0019346304","Unknown","Unknown","Creating shapes and designs","[]","Unknown","Delight","No","NaN","Yes","Kids love playing with it for hours","No","NaN","Unknown","Unknown","Unknown","Parent of kids who enjoy playing with the toy","They love it!","My kids love this thing They will play for hours just making shapes and designs","B07XCRVK2Y","B07XCRVK2Y"
325,5,"Great for kids and adults, fun to draw on and satisfying to clear off.","Easy to use, pencil snaps easily into it and stays put","0.81372297","0.0147365825","Unknown","None mentioned","Drawing, passing time during car trips and waiting rooms, playing while reading to kids","[]","Car, waiting rooms, home","Delight","No","NaN","Yes","Fun to use, easy to clear off, pencil snaps easily into it and stays put","No","NaN","Unknown","Unknown","Unknown","Parent who purchased the product for their kids and husband","Cute and great for sensory kids!","Ok  so I should tell you that my kids love this  but my HUSBAND is also obsessed with this It is so fun to draw on and so satisfying to clear off Great for long car trips waiting rooms and even playing with while i read to my kiddosThe pencil snaps super easily into it and amazingly stays putI love this and will be getting 3 more","B07X7YFZWG","B07XCRVK2Y"
326,3,"Effective for calming during panic attacks, but design limitations cause stress","Loud operation","0.76305103","0.03329426","More precise design with perfect patterns","Design limitations with 19x20 holes","Calming during panic attacks","[""https://m.media-amazon.com/images/I/71+E+Jhhu4L._SL1600_.jpg"",""https://m.media-amazon.com/images/I/71piAyzQj4L._SL1600_.jpg""]","Unknown","Mixed","No","NaN","Yes","Effective for calming during panic attacks","Yes","Design limitations with 19x20 holes","Unknown","Unknown","Unknown","Individual with panic attacks who uses fidget toys for calming","It’s not an even number of holes.","So hubby bought this for me for calming when fidget toys arent working Panic attacks It works great It is loud which actually helpsThe ONLY complaint  its 19 holes x 20 holes so I cant do any perfect patterns I mean it works because I cant get anything to be perfect other than little things so I keep working at it But ohhhhh thats stressfulIt would get 5 stars if it wasnt for that And yes it is aimed at kids not adults but it works Just dont count them lol","B07XCRVK2Y","B07XCRVK2Y"
327,5,"Great for travel and entertaining all ages","Unknown","0.96552","0.006863984","Unknown","Unknown","Entertaining during travel","[]","Airport","Delight","No","NaN","Yes","Entertained all ages, received compliments and inquiries","No","NaN","Unknown","Unknown","Unknown","Traveler with a 3-year-old and older family members","Super fun for all ages!","I bought for travel to keep my 3 year old busy and several older family members ended jk playing with it We even had multiple people in the airport ask where we got it I would definitely recommend","B07XCRVK2Y","B07XCRVK2Y"
343,5,"Great toy for many ages","Unknown","0.98264","0.004869705","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Great for many ages","No","NaN","Unknown","Unknown","Unknown","Unknown","The adults love playing with it too!","Great toy for many ages","B07XCRT49W","B07XCRVK2Y"
328,2,"Good quality product, but the pen should be attached to avoid losing it.","Magnetic pen","0.15728119","0.25392282","Pen attachment mechanism","Lost pen, rendering product useless","Unknown","[]","Unknown","Neutral","No","NaN","No","NaN","No","NaN","Unknown","Unknown","Unknown","Unknown","Lost the pen","The little magnetic pen should be attached somehow We unfortunately lost our pen its kind of a useless toy without it It is good quality and works great But probably tie your pen on right away so you dont end up loosing it like we did ","B07X7YFZWG","B07XCRVK2Y"
329,4,"Grandson and his father loved it.","Unknown","0.93038964","0.013512719","Unknown","Unknown","Unknown","[]","Unknown","Delight","No","NaN","Yes","Loved by grandson and his father","No","NaN","Unknown","Unknown","Unknown","Unknown","Car toy","Grandson  and his father loved it","B07XCRVK2Y","B07XCRVK2Y"
330,5,"Positive review from a satisfied customer","Unknown","0.96283275","0.0042924173","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Daughter loves it","No","NaN","Unknown","Unknown","Unknown","Unknown","10 year old loves it","Cool productMy daughter loves it","B07XCRVK2Y","B07XCRVK2Y"
331,4,"Great product for nonverbal autistic children, but some troubleshooting required.","Unknown","0.726388","0.023107188","Unknown","Balls not coming up as they should","Unknown","[""https://m.media-amazon.com/images/I/71OPaLOsArL._SL1600_.jpg""]","In a car","Positive","No","NaN","Yes","Loving the product, son also enjoys it","No","NaN","Unknown","Unknown","Unknown","Parent of an 11-year-old nonverbal autistic child","Love the product","I am loving the product My son is 11 NonVerbal Autistic and is loving this as well The picture is how it is looking after taking it on a car ride Im not quite sure why its doing that The holes have the balls in them they just wouldnt come up like they are supposed to I will troubleshoot it to find out Otherwise its a Great Product","B07XCRT49W","B07XCRVK2Y"
332,5,"A versatile and enjoyable writing tool for all ages.","Secure pen snap, magnetic holes, eraser feature","0.8472756","0.053484295","Unknown","Unknown","Writing and drawing","[]","Unknown","Positive","No","NaN","Yes","Versatile and enjoyable for all ages","No","NaN","Unknown","Unknown","Unknown","Unknown","Therapeutic Creativeness","The media could not be loaded The pen snaps in securely so Im not worried about it getting lost The magnets easily fill the holes and are able to be punched back by fingers the eraser part of the writing tool or by turning it sideways to clear many at onceIt comes with a picture of many different designs you can create in case you are short on creativity at the momentAll family members enjoy using this regardless of age","B07X7YFZWG","B07XCRVK2Y"
333,5,"Great entertainment for kids while traveling, highly recommended.","Unknown","0.9955455","0.0009995047","Unknown","Unknown","Entertainment for kids while traveling","[]","During travel","Delight","No","NaN","Yes","Perfect entertainment for kids while traveling, continued use after trip","No","NaN","Unknown","Unknown","Unknown","Parent who purchased the product for their kids","Great for triad trip entertainment!","These were perfect entertainment for my kids while traveling They have continued to play with them even after our trip Definitely recommend","B07XCRT49W","B07XCRVK2Y"
334,5,"Great sensory toy for road trips, but difficult to draw with","Sensory toy with beads that can be pushed down","0.9808897","0.0017461497","Improved drawing functionality","Difficult to draw with","Sensory play, drawing","[]","Road trips","Positive","No","NaN","Yes","Great sensory feel, enjoyed by 25-year-old daughter","Yes","Difficult to draw with","Unknown","Unknown","Unknown","Parent who purchased the toy for their daughter","Great for Toddler Travel","My 25 yr old daughter loved using this on our road trip She didnt quite understand how to draw with it but she loved pushing the little beads back down Its got a great sensory feel","B07X7YFZWG","B07XCRVK2Y"
335,5,"Great for artistic kids and adults, but pens should be attached with a string to prevent loss.","Beads cannot come out of the item","0.9128023","0.03114447","Pens should be attached with a string to prevent loss","Pens are too easy to lose","Artistic activities","[]","Unknown","Positive","No","NaN","Yes","Loved by grandkids and husband, fantastic for artistic person, beads cannot come out","No","NaN","Unknown","Unknown","Unknown","Unknown","The magnet drawing board is a great item","my grandkids loved it Even my husband loved playing with these items Fantastic for that artistic person I love that those beads cannot come out I wish that the pens were attached with a string Too easy to lose","B07XCRVK2Y","B07XCRVK2Y"
336,5,"Kids love the boards, but pen needs improvement","Drawing board with pen","0.93783474","0.0049439305","Lanyard attachment for pen","Pen gets lost easily","Drawing and writing","[]","Unknown","Positive","No","NaN","Yes","Kids love the boards","Yes","Pen gets lost easily","Unknown","Unknown","Unknown","Parent of kids who use the drawing boards","Kids love it!","My kids love these boards I just wish the pen had a lanyard that attached to the board so it wouldnt get lost so easily","B07X7YFZWG","B07XCRVK2Y"
337,5,"Portable and mess-free toy with potential for future use","Portable, suggested drawings, mess-free","0.9212595","0.015774425","None","None","As a travel toy","[]","During travel","Positive","No","NaN","Yes","Portable, mess-free, potential for future use","No","NaN","Unknown","Unknown","Unknown","Parent of a two-year-old who enjoys travel and is looking for mess-free toys","Perfect for travel","I always pick a few new toys every time we have travel coming up This is very portable comes with suggested drawings and zero mess My two year old is quite into yet but I can see this being a hit a year or two from now when she can count out the squares to copy the drawings In the meantime I had fun with it this trip","B07XCRT49W","B07XCRVK2Y"
338,5,"Perfect for a mess-free car ride.","Unknown","0.96859133","0.0064810775","Unknown","Unknown","In a car","[]","Car","Positive","No","NaN","Yes","Mess-free car ride","No","NaN","Unknown","Unknown","Unknown","Unknown","Fun for car rides","Perfect for a mess free car ride","B07XCRT49W","B07XCRVK2Y"
339,5,"Great toy for kids to play and learn with","Magnetic drawing tool","0.99215984","0.0013872946","Unknown","Unknown","Playing and learning","[]","Home, restaurant","Positive","No","NaN","Yes","Kids love playing with it, can learn about magnets","No","NaN","Unknown","Unknown","Unknown","Parent or caregiver of children who purchased the toy","Ingenious and sturdy","Our kids love thisThey can play with magnetic drawing tool at a extended time while they are at home or at the restaurant tooThey can also learn a concept of magnet too","B07X7YFZWG","B07XCRVK2Y"
340,5,"Great and easy to use, but wishes the pen was attached to the board.","Black background, silver balls","0.9473522","0.00196462","Pen attachment to the board","None mentioned","Unknown","[]","Unknown","Positive","No","NaN","Yes","Easy to use, good contrast between black background and silver balls","No","NaN","Unknown","Unknown","Unknown","Unknown","Great , needs pen attached to board","Great easy to use the black background gives quite a contrast to the silver balls which is good I only wish the pen was attached to the board somehow","B07X7YFZWG","B07XCRVK2Y"
341,5,"Entertaining magnetic pencil for kids to create figures","Magnetic pencil","0.8507626","0.031211138","Unknown","Unknown","Creating figures","[]","Unknown","Positive","No","NaN","Yes","Entertaining for kids","No","NaN","Unknown","Unknown","Unknown","Unknown","Good","Entretiene a los nios mientras crean figuras con el lpiz magntico","B07XCRVK2Y","B07XCRVK2Y"
342,5,"Fun and enjoyable toy for both kids and adults, but a little loud.","Marble push game, sound effects","0.9775227","0.0017676617","Unknown","Loudness","Playing a marble push game","[]","Unknown","Positive","No","NaN","Yes","Fun and enjoyable for both kids and adults","No","NaN","Unknown","Unknown","Unknown","Parent or adult who enjoys playing with toys","Easy and fun","This pad is so fun My son enjoyed pushing the marbles back in and the sounds that came from doing that Even as an adult I thought it was a fun toy Its a little loud but with planes being so loud no one seemed to be bothered by it","B07XCRT49W","B07XCRVK2Y"
344,2,"Disappointed with the magnetic pen attachment and the company's profit-driven approach","Magnetic pen attachment","0.1887886","0.4637235","Better magnetic pen attachment, less profit-driven approach","Poor magnetic pen attachment, profit-driven approach","Unknown","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Poor magnetic pen attachment, profit-driven approach","Unknown","Unknown","Unknown","Unknown","Annoying pen situation","I wouldnt have an extra 5 bucks for yall to figure out a way to cleverlyattach the magnetic pen to the board I get that the majority of money you guys make is likely from the 3 replacement pens that you sell its just capitalistic and gross when dealing with children Duct tape doesnt look cute but ya its better than what youve provided","B07XCRT49W","B07XCRVK2Y"
345,3,"Disappointed with the size of the product","Size of the product","0.13474587","0.40000057","Better product description with accurate size measurements","Product size is smaller than expected","Unknown","[]","Unknown","Disappointment","No","NaN","No","NaN","Yes","Product size is smaller than expected","Unknown","Unknown","Unknown","Unknown","Smaller than expected","I was expecting these to be bigger than what they actually are","B07XCRT49W","B07XCRVK2Y"
346,5,"Great toy for kids, but could use improvements in design and color options.","Magnetic drawing board with pen","0.87836814","0.017144136","Pen attached to board with string, more color options","Pen gets lost easily, limited color options","As a toy for a 4-year-old during car trips and rest time","[]","In the car, at home","Positive","No","NaN","Yes","Child hasn't tired of it yet","Yes","Pen gets lost easily, limited color options","Unknown","Unknown","Unknown","Parent of a 4-year-old","Kids love this","My 4 year old plays with this in the car on car trips and everyday during her rest time over the last 3 weeks She hasnt tired of it yetI only wish two things were different1 Have the pen on a string attached to the board We have lost it in the car and I had to pull over to find it for my kids2 More colors I bought the blue for my girls I dont like the black More colors would be great","B07XCRT49W","B07XCRVK2Y"
347,5,"Popular toy among preschoolers and teachers","Unknown","0.9909799","0.0014922095","Unknown","None mentioned","As a toy for preschoolers","[]","Preschool classroom","Positive","No","NaN","Yes","Loved by preschoolers and teachers","No","NaN","Unknown","Unknown","Unknown","Preschool teacher","Great product!","My preschool class loves this toy  they fight over it every day and us teachers love it too","B07XCRVK2Y","B07XCRVK2Y"
348,1,"Poor quality product, not worth the money","Tablet with rusty balls inside","0.0012810332","0.99653465","Better quality materials, improved durability","Rust formation even with small spills, easily destroyed","Unknown","[]","Unknown","Negative","Yes","Poor quality, short lifespan","No","NaN","Yes","Product did not meet expectations, poor quality","Unknown","Unknown","Unknown","Unknown","Gets Rusty Quick","These little balls in the tablet get rusty even if its just a tiny bit of spill of food or liquid And kids have dirty hands so this thing was destroyed about a week after we got it It is complete junk and not worth the moneyshipping it your house and throwing it in the trash adding to our landfills All in 1 week","B07X7YFZWG","B07XCRVK2Y"
349,5,"Great toy for keeping kids busy and developing skills.","Unknown","0.93223935","0.0057837004","Unknown","Unknown","To keep little ones occupied and encourage creativity","[]","Unknown","Positive","No","NaN","Yes","Encourages creativity, develops fine motor coordination","No","NaN","Unknown","Unknown","Unknown","Unknown","Busy toy to keep the little ones occupied","Busy toy to keep the little ones occupied encourages creativity develops fine motor coordination","B07X7YFZWG","B07XCRVK2Y"
350,3,"Toy is too loud for quiet environments, but kid enjoys it as a busy toy.","Magnetic beads inside, makes loud rattling and clacking sounds","0.20424652","0.1594286","Quieter operation","Toy is very loud and not conducive to quiet environments","As a busy toy for a child during appointments","[]","Doctor's office","Negative","No","NaN","No","NaN","Yes","Toy is too loud for quiet environments","Unknown","Unknown","Unknown","Parent who purchased the toy for their child","Fun but LOUD.","So my kid likes it But I ultimately bought it to add to my arsenal of busy toys for when she has to sit through her brothers PT appointments since I have to bring her along with us The problem that I did not anticipate is that this toy is VERY loud and isnt conducive to a quiet drs office The magnetic beads inside rattle loudly when shifted but it also makes very noisy clacking sounds when the magnetic bead is drawn up or pushed back down It is actually astounding how loud it can be I expected maybe a small amount of noise but its quite amplified Theres just no way to prevent it I had no idea it was going to be as noisy as it is or I wouldnt have bought it","B07XCRT49W","B07XCRVK2Y"
351,5,"Great product for special needs classroom","Unknown","0.97692037","0.004762329","Unknown","Unknown","In a special needs classroom","[]","Classroom","Delight","No","NaN","Yes","Loved by special needs kiddos","No","NaN","Unknown","Unknown","Unknown","Teacher or caregiver for special needs children","Perfect for SpEd classroom","I purchased this for a classroom for special needs kiddos They LOVED IT","B07X7YFZWG","B07XCRVK2Y"
352,4,"Kids loved it but lost magnetic pen quickly","Magnetic pen","0.1775183","0.49764627","Pen should be attached by a string","Pen was lost quickly","Unknown","[]","Unknown","Neutral","No","NaN","No","NaN","No","NaN","Unknown","Unknown","Unknown","Parent or caregiver of children who used the product","Kids loved it","The kids loved this for the first day until they lost the magnetic pen I swear it had feet Perhaps it should be attached by a string","B07XCRVK2Y","B07XCRVK2Y"
353,4,"Fun and mess-free for young students, but stylus attachment would be helpful.","Unknown","0.78163224","0.01264853","Stylus attachment to the board","Stylus getting lost","With kindergarten-3rd grade students","[]","Unknown","Positive","No","NaN","Yes","Fun and mess-free for young students","No","NaN","Unknown","Unknown","Unknown","Teacher or educator working with young students","Almost perfect","I purchased these to be used with kindergarten3rd grade students Fun and messfree I do wish the stylus was somehow attached to the board to prevent it from getting lost","B07XCRVK2Y","B07XCRVK2Y"
354,3,"Grandson loves playing with it, but design issue with pen attachment","Unknown","0.12116976","0.46477747","Pen attachment to the device","Pen is not attached and was lost on the first day","Playing","[]","Unknown","Positive","No","NaN","Yes","Grandson loves playing with it","Yes","Pen is not attached and was lost on the first day","Unknown","Unknown","Unknown","Grandparent who purchased the product for their grandson","Pen not attached","My grandson loves playing with this but the pen is not attached  he lost it on the first day we did finally find it but as a design issue they need to have pen attached","B07XCRT49W","B07XCRVK2Y"
355,1,"Not suitable for use on a plane due to loudness","Unknown","0.040727623","0.88118076","Quieter operation","Loudness","On a plane","[]","Plane","Negative","No","NaN","No","NaN","Yes","Loudness","Unknown","Unknown","Unknown","Unknown","Loud","Dont buy this for a plane it is soooooo loud","B07XCRT49W","B07XCRVK2Y"
356,5,"Great toy for toddlers, but not very engaging for adults.","Unknown","0.9869085","0.0028510178","More engaging features for adults","None mentioned","Entertaining toddlers","[]","Unknown","Positive","No","NaN","Yes","Daughter loved it, family fascinated with making designs","No","NaN","Unknown","Unknown","Unknown","Parent of a toddler","Entertains kids and adults!","My daughter instantly loved it shes almost 2 and she loves pushing the little metal balls down doesnt really draw in itEveryone else in my family was fascinated making all kinds of designs myself includedGreat way to entertain a kiddo","B07X7YFZWG","B07XCRVK2Y"
358,5,"Great toy for keeping kids occupied during travel or at restaurants.","Magnetic board","0.9561633","0.007430196","Unknown","Unknown","Keeping kids occupied","[]","Restaurants, during travel","Positive","No","NaN","Yes","Keeps 2-year-old granddaughter occupied","No","NaN","Unknown","Unknown","Unknown","Grandparent who purchased the toy for their 2-year-old granddaughter","Kids Love This","A cousin brought one of those to a family get together at a restaurant All the kids took turns playing with this magnetic board so I bought one for my 2 year old grand daughter It keeps her as occupied as a 2 year old can be This would be a great thing for kids when travelling","B07X7YFZWG","B07XCRVK2Y"
359,4,"Fun and portable magnetic drawing board for car rides.","Magnetic drawing board","0.9733579","0.0032026907","Unknown","Unknown","For drawing during car rides","[]","In the car","Positive","No","NaN","Yes","Fun and portable","No","NaN","Unknown","Unknown","Unknown","Unknown","Easy to use","Fun little portable magnetic drawing board Perfect for car rides","B07X7YFZWG","B07XCRVK2Y"
360,3,"Loud toy with cool concept, but not worth the money","Loud noise level, ball getting stuck","0.012943752","0.707674","Quieter operation, better ball mechanism","Loud noise level, ball getting stuck frequently","Unknown","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Loud noise level, ball getting stuck frequently","Unknown","Unknown","Unknown","Unknown","Alright","I feel like this toy is really loud Its a cool concept but not worth the money in my opinion The balls get stuck alot as well","B07X7YFZWG","B07XCRVK2Y"
361,5,"Great entertainment for kids during long road trips.","Easy to play with, satisfying","0.9473876","0.0029093556","Reduced noise levels","Slightly noisy","Entertainment during road trips","[]","Car","Positive","No","NaN","Yes","Loved by both 7yo and 2yo, easy to play with, satisfying","No","NaN","Summer","Summer","Unknown","Parent who purchased the product for their kids","Fun","I bought 2 of these for my kids as one of many activites for our 6 hour summer roadtrip They both loved them 7yo and 2yo Theyre easy to play with and quite satisfying as wellThey are a bit noisy to play with but not too bad","B07XCRT49W","B07XCRVK2Y"
362,5,"Great toy for a road trip or independent play","Strong magnetic field","0.964998","0.0035367128","Unknown","None mentioned","Independent play","[]","Road trip, home","Positive","No","NaN","Yes","Strong magnetic field, easy to use","No","NaN","Unknown","Unknown","Unknown","Parent of a 3-year-old who used the toy for a road trip and independent play","Sturdy, Fun Good Buy","We bought this for a road trip and it ended up being a good independent toy for our 3yo Super strong magnetic field Easy to use","B07X7YFZWG","B07XCRVK2Y"
363,5,"Positive review of the product's sound quality and convenience.","Unknown","0.99152744","0.001689756","Unknown","Unknown","Unknown","[]","Unknown","Delight","No","NaN","Yes","Sound quality, convenience, no mess or cleanup","No","NaN","Unknown","Unknown","Unknown","Unknown","I love it","I just love the sound of this product its so fun and theres no mess or cleanup its perfect for me","B07X7YFZWG","B07XCRVK2Y"
364,5,"Fun product that caught my attention","Unknown","0.97039264","0.0029952256","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Fun product","No","NaN","Unknown","Unknown","Unknown","Unknown","Fun Tool","Saw a young boy using it and instantly brought myself here Its pretty fun","B07X7YFZWG","B07XCRVK2Y"
365,4,"Fun and durable product, but needs improvement for kids' use","Unknown","0.369753","0.06040287","Addition of a string to keep the pen from being lost","Pen can be easily lost without a string","Unknown","[]","Unknown","Positive","No","NaN","Yes","Fun for all ages, durable","Yes","Lack of string to keep pen from being lost","Unknown","Unknown","Unknown","Unknown","Almost perfect","Product is fun for all ages and seems durable but for kids there really needs to be a string to keep the pen from being lost","B07XCRT49W","B07XCRVK2Y"
366,5,"Great entertainment for kids and adults, but can be loud.","Unknown","0.98848164","0.0012154792","Unknown","Can be loud","Entertainment","[]","Unknown","Positive","No","NaN","Yes","Brings great entertainment","No","NaN","Unknown","Unknown","Unknown","Unknown","So good bought a second for friends","This thing is great Kids and adults love it One thing to know is it can be a bit loud but the entertainment it brings is worth it If youre thinking about it just buy it","B07XCRT49W","B07XCRVK2Y"
367,5,"Game changer for outings with sensory-sensitive children.","Unknown","0.995081","0.0013398225","Unknown","None mentioned","As a calming tool for sensory-sensitive children during outings","[]","Restaurants and other public places","Delight","No","NaN","Yes","Calms sensory-sensitive children during outings","No","NaN","Unknown","Unknown","Unknown","Parent of sensory-sensitive children","Great to keep kids entertained","We have loved this We have it in our sensory backpack for when we go out and my oldest loves this thing This is her goto when we are at restaurants waiting for our food Normally outings would be filled with trying to come up with new creative games to pass the time and keep them entertained while we waited for our food to come out and not be overwhelmed by all the sounds and action going on around us now we pull this out and its quiet and calm and peaceful They have something to focus on to help drown all the extra sensory input and its been a game changer with our outings","B07X7YFZWG","B07XCRVK2Y"
368,3,"Toy is useless without backup pen, disappointing for parents","Comes with a pen for drawing on the toy","0.18856125","0.56159973","Ability to purchase backup pens separately","Lost pen renders toy useless","Entertaining toddlers during car rides","[]","In the car","Disappointment","No","NaN","No","NaN","Yes","Lost pen renders toy useless","Unknown","Unknown","Unknown","Parent of a toddler","No good without the pen","I bought this for car rides to keep my toddler busy He loved it until he lost the pen somewhere in our house possibly down a grate so now I have a useless toy because you cant buy a back up pen","B07XCRVK2Y","B07XCRVK2Y"
369,5,"Great sensory toy for kids and adults to relieve stress and anxiety.","Unknown","0.9684456","0.009412506","Unknown","Unknown","To relieve stress and anxiety","[]","Unknown","Positive","No","NaN","Yes","Helps calm anxiety, great stress reliever","No","NaN","Unknown","Unknown","Unknown","Parent of two children who love sensory toys","So easy & fun","The media could not be loaded My 5  13 year old love theirs I also find myself playing around with it too it helps calm my anxiety  its a great stress reliever Both of my girls love sensory toys  I think this toy is definitely up there for their liking  one of their most used sensory items","B07XCRT49W","B07XCRVK2Y"
370,2,"Poor quality and unsafe product","Coating on pen came off after one day of use","0.0010333251","0.9863074","Better quality materials, safer design","Coating on pen came off and left shards on the board","Unknown","[]","Unknown","Negative","Yes","Unsafe and poor quality product","No","NaN","Yes","Poor quality and safety concerns","Unknown","Unknown","Unknown","Unknown","Cheaply Made","Cheaply made product Child used it for one day and the coating on the pen starting coming off leaving shards on the board Not safe and poor quality","B07XCRT49W","B07XCRVK2Y"
371,5,"Fun activity for kids during travel","Unknown","0.8599832","0.0131713785","Unknown","Unknown","Entertainment during travel","[]","During travel","Positive","No","NaN","Yes","Enjoyed making things","No","NaN","Unknown","Unknown","Unknown","Parent traveling with kids","Nice","Kids and I enjoyed trying to make things on our way to vacay","B07XCRT49W","B07XCRVK2Y"
372,5,"Positive sentiment towards the product","Unknown","0.30148906","0.29558527","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Positive sentiment towards the product","No","NaN","Unknown","Unknown","Unknown","Unknown","Yes!","I wish I had one when I was younger","B07X7YFZWG","B07XCRVK2Y"
373,5,"Fun for the whole family","Unknown","0.9721893","0.0038992334","Unknown","Unknown","Unknown","[]","Unknown","Delight","No","NaN","Yes","Fun for the whole family","No","NaN","Unknown","Unknown","Unknown","Unknown","Very Fun, Very Cool!","So fun the whole family was playing with it even me","B07X7YFZWG","B07XCRVK2Y"
374,5,"Great toy that inspires creativity and is of excellent quality and value.","Unknown","0.99634224","0.0015205308","Unknown","Unknown","As a toy that inspires creativity","[]","Unknown","Delight","No","NaN","Yes","Inspires creativity, excellent quality and value","No","NaN","Unknown","Unknown","Unknown","Unknown","AMAZING TOY","Really great toy that also inspires creativity EXCELLENT QUALITY AND VALUE","B07X7YFZWG","B07XCRVK2Y"
375,4,"Great toy for kids, but some beads get stuck at the bottom","Unknown","0.9258798","0.0028126626","Fix the issue with beads getting stuck","Beads getting stuck at the bottom","As a boredom buster for kids in the car","[]","In the car","Positive","No","NaN","Yes","Great toy for kids, son thoroughly enjoys it","No","NaN","Unknown","Unknown","Unknown","Parent who uses the toy to entertain their child in the car","Stuck Beads!","This is a great toy to have in the car for the kids to play with my son thoroughly enjoys it My only gripe is that we have a few beads that are stuck towards the bottom and it dont popup like the rest Otherwise great boredom buster for the kids","B07XCRVK2Y","B07XCRVK2Y"
376,5,"Great for kids and adults, perfect for travel","Unknown","0.98994255","0.0017172751","Unknown","Unknown","For playtime","[]","At home and during travel","Positive","No","NaN","Yes","Endless playtime, loved by the whole family including the 1-year-old","No","NaN","Unknown","Unknown","Unknown","Unknown","Great for all ages","This offer endless amounts of play time for kids and admittedly adults too The family loves them Even my 1 year old Great for travel","B07XCRVK2Y","B07XCRVK2Y"
377,5,"Great toy for quiet time activities, but stylist needs to be connected to the tablet","Tablet and stylist","0.9801463","0.0014975389","Stylist to be connected to the tablet with a string or wire","Stylist is too easy to lose","Quiet time activity at a restaurant or in the car","[]","Restaurant, car","Positive","No","NaN","Yes","Great for quiet time activities, whole family loves it","No","NaN","unknown","unknown","unknown","Family who enjoys quiet time activities","Great toy- good quiet time activity","The whole family loves this toy Its great for a quiet time activity at a restaurant or in the car to replace a screen My only issue is that the stylist needs to be connected to the tablet with a string or wire Too easy to lose Excellent toy","B07XCRVK2Y","B07XCRVK2Y"
378,5,"Great toy for on-the-go entertainment","Unknown","0.96402866","0.011244018","Unknown","Unknown","On-the-go entertainment, at restaurants","[]","Unknown","Positive","No","NaN","Yes","Provides entertainment for kids and adults, attention-grabbing","No","NaN","Unknown","Unknown","Unknown","Unknown","Keeps the kids busy","My absolute go to toy for on the go and at restaurants Kids will spend a good chunk of time with them I find myself playing with it if they are now Definitely gets everyones attention","B07X7YFZWG","B07XCRVK2Y"
379,5,"Great for children with autism","Unknown","0.9322303","0.0076114484","Unknown","Unknown","Entertainment for a 6-year-old with autism","[]","Unknown","Positive","No","NaN","Yes","Grandson enjoys it","No","NaN","Unknown","Unknown","Unknown","Grandparent of a 6-year-old with autism","Drawing board","Bought it for my 6 yr old grandson who is autistic and he enjoys it","B07XCRVK2Y","B07XCRVK2Y"
380,5,"Great for kids, especially those with autism, but needs improvement in pen attachment","Magnetic drawing board, pen","0.9720457","0.0070891073","Pen attachment with string","Lost pen due to lack of attachment","Drawing and writing","[]","Unknown","Positive","No","NaN","Yes","Great for kids, especially those with autism","Yes","Lost pen due to lack of attachment","Unknown","Unknown","Unknown","Parent of children, one of whom is autistic","Tool easy to lose","I love this for my kiddos Especially my autistic one I wish the pen had a string type attachment Bought two boards and we can only find one tool","B07XCRT49W","B07XCRVK2Y"
381,5,"Positive review with no specific feedback","Unknown","0.9862846","0.0036672777","Unknown","Unknown","Unknown","[]","Unknown","Positive","false","NaN","true","Product is great","false","NaN","Unknown","Unknown","Unknown","Unknown","nice","Great product Black is best color","B07X7YFZWG","B07XCRVK2Y"
382,5,"Sturdy and loved by kids","Unknown","0.98626244","0.0016991259","Unknown","Unknown","Entertaining three-year-old kids","[]","Weeklong vacation","Positive","No","NaN","Yes","Loved by kids and held up to all the use","No","NaN","Unknown","Unknown","Unknown","Unknown","Hours of entertainment","This was a hit for all the three year old cousins at a weeklong vacation They loved it and it held up to all the use just fine Seems very sturdy","B07XCRVK2Y","B07XCRVK2Y"
383,4,"Fun toy, but too loud for long journeys","Unknown","0.27684462","0.3625862","Quieter operation","Too loud for long journeys","Entertainment for children","[]","On a road trip","Positive","No","NaN","Yes","Children loved it","Yes","Too loud for long journeys","Unknown","Unknown","Unknown","Parent who purchased the toy for their children","Not road trip friendly","Very cool toy my 2yr old my 5 yr old and my 7 yr old loved it  Unfortunately I bought this for a road trip and instantly regretted it bc they r so loud Not ideal for long journeys","B07X7YFZWG","B07XCRVK2Y"
384,2,"Easy to use for a child.","Unknown","0.842364","0.02329312","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Easy for a child to use","No","NaN","Unknown","Unknown","Unknown","Unknown","Unmet expectation","Easy use for child","B07XCRVK2Y","B07XCRVK2Y"
