"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on March 3, 2022","Bernice","yes","-","Can't Beat this Product...","All the parts were there... the item instructions weren't bad...great item for price.... will order again from these people.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R299MW8VH6EICJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 22, 2022","Jerry G","yes","-","Jerry G","They are easy to assemble but it takes about 1.5 hours to put together. I’m satisfied with the product for now.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R37PZJQI0ZA60H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 14, 2022","Terry Miller","yes","-","Perfect for a Vegetable garden","Perfect for a garden",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2MLBC99Y9GMWE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 24, 2022","Cheryl M.","yes","-","Great garden","Looks great instead of the old wooden garden beds. Seems sturdy.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3B0W7MSRV8401/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 20, 2022","Tim","yes","-","Nice","Easy to assemble and sturdier than I thought it would be. Painted mine because of the glare.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R51DFVDSK71Q8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on December 14, 2021","Killian C.","yes","-","Perfect","This raised garden bed in perfect it's sturdy and easy to put together! I will definitely be buying another for my garden!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RNRPVZ91AL9SF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 1, 2022","William","yes","-","Works as described","Panels are extremely thin and tend to bow out",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1695ZWLCZK96A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on April 18, 2022","Jeffrey N.","yes","-","Great Garden Bed","Easy to assemble, fast shipping. Can’t wait to get gardening",5,"-","-","https://www.amazon.com/gp/customer-reviews/RPZC47SI08EPC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 28, 2022","thom sarcinelli","yes","-","Easy to use. Deeper than most for deep rooted plants","Easy to assemble  sturdy. May need some additional support in the future",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1HJF0DMJ24SEB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 19, 2022","Lois","yes","-","Do not set up on a windy day","Use two people and it will go together smoothly",5,"-","-","https://www.amazon.com/gp/customer-reviews/RZ153FOFX22GB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 18, 2022","Karen Weber","yes","-","Well made","Very sturdy, going to enjoy planting vegetables in it.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RDVX3LZXQV0S5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 28, 2022","Fishes4sharks ","yes","-","Instant garden","There’s a lot of nuts and bolts but installation was a breeze.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RNEYMLBBIO6NK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on April 19, 2022","A Earwood","yes","-","Easy assembly","Product is good quality and easy to assemble.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1JFG99GOR6B8J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 16, 2023","ChristianChristian","yes","-","Rust","Product rusted through within a year.",1,"https://m.media-amazon.com/images/I/71Hg47zxuHL.jpg , https://m.media-amazon.com/images/I/71JLdgMY4TL.jpg , https://m.media-amazon.com/images/I/81p3QUJLdWL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2J94WU2B13P5L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 23, 2022","Gina RossGina Ross","yes","-","Love it!","-",5,"https://m.media-amazon.com/images/I/91bHnUH06CL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1FCN7W68C60MY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 10, 2022","Jodi","yes","-","Great product very easy to put together works great thank you","Puts together great product works great for planting the higher is perfect thank you",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2LAAJW7UZWJGF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 30, 2022","Robert Sohl","yes","-","Great product","Easy to assemble, very sturdy",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1GCZBPLLP2M8E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 23, 2022","Mohamed Belali","yes","-","Great product at an amazing price","This raised bed is solid , easy to assemble and is esthetically pleasing",5,"-","-","https://www.amazon.com/gp/customer-reviews/R6YMVKKI0UG60/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 29, 2022","Mansfield Turney","yes","-","A Perfect Addition","Easy to assemble, mind the sharp edges.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RBAQMJP9MR3RI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on March 29, 2022","Burton K. Morey","yes","-","Great raised garden bed","It was very easy to assemble and get started.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R287RVJIU8YSGF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on February 20, 2022","TOM CRAVENS","yes","-","Cost effective great product","Easy to assemble however be sure to have a cordless drill/driver.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2TQ2WXN95L8JG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 25, 2022","David Lish","yes","-","Poor quality product. Not pleased at all","It was not very easy for one person assembly. The nuts and bolts provided were inferior and easy to strip. I bought my own nuts and bolts to save a tremendous amount of time on assembly. I rate it 2 out of 10",2,"-","-","https://www.amazon.com/gp/customer-reviews/REW4H3X6D3LVK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on December 25, 2021","danny","yes","-","Solid planter","Nice planter. Sturdy and looks great! You will need a lot of soil.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2G1FERNM4ASPJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on February 9, 2022","fedor","yes","-","Excellent garden bed!","Love this bed! Just what I needed for my garden!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R19MO4HGJ5FH6C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 22, 2022","ツ","yes","-","Easy to assemble.","Easy to assemble.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R19Q5AUNWGYAZJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 25, 2022","Jennifer Mikell","yes","-","Get what you pay for","Assembly was easy, just time consuming. The greatest disappointment was once it was fully assembled. The flimsiness of each panel, less to the longer sides being bowed outward once soil was added. Moving forward we’d look to spend more, as the quality is not there.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3QERY7T9T9Y8V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 20, 2022","Robin Walker","yes","-","was very please with this product. Very easy to assemble and sturdy for outside use.","would definitely order this planter again. Great for outdoor gardening.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3GTRWND5ZPH8K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 19, 2022","Gary","yes","-","Great value","Easy to assemble",5,"-","-","https://www.amazon.com/gp/customer-reviews/RQ62WT7G8JICT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 25, 2022","Eugene Stuefen","yes","-","Medal raised garden","2ft deep just what I wanted!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3GEHPSM5CO7K7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 31, 2022","Ryan J.","yes","-","East to assemble and all tools are provided.","Sturdy and easy to assemble.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1XM27N8VDP09B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 7, 2022","harry","yes","-","Value for the money","Had a few dunts",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3KOSSCE60ILAN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 19, 2022","Linda Osthus","yes","-","Size","Raised garden",5,"-","-","https://www.amazon.com/gp/customer-reviews/RTBA83G4GDN4K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on November 30, 2022","bishan","yes","-","Badly rusted","This product is of poor quality. The bolts and nuts for the assembly of the planter are very inferior. The planter is now badly rusted after just a few months of use. Don't waste your money on it. What it says about ""Galvanized Metal"" is simply not true. Don't fall for it. Best Choice planters are much better.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1TBWRN8S93TOD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 30, 2022","joshua eubanksjoshua eubanks","yes","-","great product, very versatile.","very good product.",5,"https://m.media-amazon.com/images/I/91eW6UaKR+L.jpg","-","https://www.amazon.com/gp/customer-reviews/R1ZAP7577AOON2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on March 9, 2023","Amazon Customer","yes","-","Quality is absolutely terrible.","All panels were bent. It was a nightmare to assemble. I will be lucky if it last 2 seasons.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2Q3T6T6PWGPNM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on February 21, 2022","Good Time Davy","yes","-","A garden area where I don't have to stoop to maintain","Just what I need",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3AO5T6V46Z4YT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on February 22, 2022","Amazon Customer","yes","-","Easy and quick assembly","Easy assembly. Great size",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2Q5Y0JFHJPIAX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 26, 2022","Keith Emter","yes","-","Great buy.","Great buy for the money.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1H8IY0AA6NWK2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 19, 2022","DJ","yes","-","Not a good product","This raised bed was fairly easy to assemble, but it is not at all sturdy. The galvanized steel is very thin. As soon as you put dirt in it the sides bow out and it looks like it will collapse.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3LELMGVRMRQOQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on July 22, 2022","Lilian E Escober","yes","-","Very tedious assembling it","Very tedious assembling it. I regretted buying it because it’s tall. It needs a lot of soil.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2PYQRMOIF8RGC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 12, 2022","Staz","yes","-","Great Product","Easy Assemble",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1902QZVLVQT02/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on December 23, 2021","Supersaver007","yes","-","Great buy","Great",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3FHURJ441JMD6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on August 26, 2022","Amazon Customer","yes","-","Unable to assemble it.  Put it in the trash.","Very difficult (impossible) to assemble. Its in the landfill now.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RT1YMT095VZTB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 25, 2023","Avid Reader","-","-","Beware of pretty packages","I was looking for raised beds and a neighbor showed me his galvanized he'd purchased despite the troubles of last year.  It's cheap, looks great so what's the problem?  1) it is so flimsy that durability is a big issue.  His screws ""tore"" due to the weight of the soil. 2) Evaporation was a big problem due to the thinness.  It's like a big garden pot requiring daily watering.  Best uses would be for shade and I'd add at least 4 support posts.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R24OY4VJPTRNZG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B0B49M8HD4","Size: 6x2.3x1 FT（1PCS）"
"Reviewed in the United States on January 27, 2023","LS","-","-","Love these grow beds!","Not only are they easy to assemble, but they are the perfect size for our garden area. With food prices soaring, these galvanized grow beds are perfect to grow your own food. Kind of wished we had room for a couple more.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RSYEPX86EZY5N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 13, 2022","Victor C.","-","-","Great alternative to other materials!","Very happy with this purchase. Look forward to many years. Screws should be a bit longer and a second person is definitely better with assembly. Many screws and the individual panels, being galvanized, are flimsy. When connected the bed is sturdy. I strongly recommend this. It replaces my redwood bed which fell part over time.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RRG32ZESGSA83/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on May 30, 2022","Geri CuskeyGeri Cuskey","-","-","Summer food!","Like the looks of it! Especially the cleanliness. Lots of screws but worth the time to put it together.",5,"https://m.media-amazon.com/images/I/71qPmlrbYiL.jpg","-","https://www.amazon.com/gp/customer-reviews/R22VLH779W9NXH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 8, 2022","Terry H","-","-","Easier to assemble with two people","Be careful of the sharp edges during assembly, goes quicker with two people. I’m excited to plant my vegetable garden in this large raised bed.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2SSPD11RBK2R7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 19, 2022","Amazon Customer","-","-","Easy set up","These were quick and easy to set up! Only issue I’ve had is they are not made of supper sturdy tin. I have kids and they have bent the tops some while they lean over to look at things.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R8QPQ6WTODGOK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 10, 2022","TLK","-","-","It was all good.","It was all good.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R31KNV7WYZD6JB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 12, 2022","Cindy","-","-","Something is wrong","The center brace that spands the width of the Bed is 3.5” to short. When you measure the corners, it’s 49” & when you measure the center braces they are 46”, so my beds look like an hourglass. 3” difference! $200 paid & I have to create a new metal brace for both the top & bottom. That shouldn’t be, I’m very disappointed.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2L7MIAKQRYKB3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on July 2, 2022","Joanne C.","yes","-","Makes gardening much easier!","As I enter my sr years I didn't want to bend as much - and I have voracious bunnies in my yard!  Hubby put this together with very little cursing.  The unit is light so easy to move around tho easier to do so with 2 people because of size.  Suggest you level area you want to put it in advance and it does take more soil than I'd imagined.  With grocery prices climbing this unit will pay for itself quickly.  Less expensive then building with wood tho we will probably add wood trim around it to match other landscaping.  I'm only 5' so we set it up so I could walk all around it.  Most units were not this big or high.  Great find.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2SEFKBHAPFJ3J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 12, 2022","Kathy D Bishop","yes","-","Very nice planters","Took a bit to assemble. Best to have two people at least to put these together. Love the height and how easy it is to plant now.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R273VK0V4KK2IC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 30, 2022","Shane Beck","yes","-","Great Planter Box","As advertised, not very difficult to put together and is sturdy enough for a planter box. Took a couple hours to assemble.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R9D8TI8T9Z89H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 20, 2022","Wendy","yes","-","We bought 7 . We were surprised that they were from China though, that’s the only draw back.","Or whole garden will be in these so we can control the organic nutrients.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1WRVE7T74IBQI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on December 13, 2021","Erv","yes","-","Great product","Love this product easy to install easy to put together",5,"-","-","https://www.amazon.com/gp/customer-reviews/R98GR1NS4O66S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 12, 2022","Jennifer Lee","yes","-","Works great!","Works great for what I needed.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R200EERX7OLH37/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 14, 2022","maxim","yes","-","its strong","wery good stuff",5,"-","-","https://www.amazon.com/gp/customer-reviews/RQJIJINS3FYBR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on January 26, 2022","Amazon Customer","yes","-","Great addition to the garden","This raised bed is a great addition to our garden. It was easy to install. There was an issue with couple of the screws not being able to accept the #2 phillips head fully but it was not an issue since the kit came with some extra hardware.Definitely a good buy!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1SGHCJJK5O8IL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on August 16, 2022","Amazon Customer","yes","-","Great Size for Small Vegtable Garden","It is deep enough for roots to grow.  High enough to keep small animals out.  Easy but time consuming to assemble.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R5HJOFS900MZR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on October 12, 2022","Pamela York","yes","-","Great solultion for gardeners with limited gardening space","I really like these raised bed gardens! They look really nice and are fairly easy to put together. Once we did one (we purchased two), the second one went together in just a few minutes. Follow the directions and you'll do fine!Great product!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2NZZWWGZMY532/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 6, 2022","Amazon Customer","yes","-","Below average quality and 64 screws!","I ordered 12.  6 where badly damaged and returned.  The remaining 6 all have some damage.  Not 100% happy with the quality and with 64 bolts and 64 nuts there is no way I have the time to disassemble and return.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R9K5DMZO1SDW3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on December 14, 2021","Joe","yes","-","Good item","We are going to use this for a strawberry bed. It will be so much easier to work the bed and pick the strawberries with out having to squat down.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RCXS06IR7MZWX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 6, 2023","Karen Robertson","yes","-","Love it","My daughter and her husband put these together for me.  Can't wait to get things growing.  They are a good size and sturdy.  I love them",5,"-","-","https://www.amazon.com/gp/customer-reviews/RKVZRJ296DFL9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 25, 2022","Firstresponderswife","yes","-","Beautiful and sturdy","This is a large above ground garden. Good value I thought. Works well for growing your garden. Attractive.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1RQWKCJHR093R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
